"Time []","C1.V []","L1.I []"
0.0003998999997,11.3200542795653,1.87152377844805
0.0003999999999,11.3182741476999,1.87288545274412
0.0004000999999,11.31650183164,1.87425067676478
0.0004005999999,11.3078563960399,1.88117211280438
0.0004015999999,11.290960773766,1.89518394110632
0.0004025999999,11.2748595377839,1.90952573799082
0.0004035999999,11.2595600686618,1.92418154192637
0.0004045999999,11.2450689547739,1.93913525169201
0.0004048999997,11.2408800225072,1.94367740173207
0.0004049999999,11.2395000161534,1.94519702473264
0.0004050999999,11.238128177023,1.94671939653947
0.0004055999999,11.231494213652,1.95440445440295
0.0004065999999,11.2186369718305,1.96990314254812
0.0004075999999,11.2066030147377,1.98565074268244
0.0004085999999,11.1953957815138,2.00163075471993
0.0004095999999,11.1850179321857,2.01782661758293
0.0004098999997,11.1820665823949,2.02272536077336
0.0004099999999,11.1810994312699,2.02436219803336
0.0004100999999,11.1801406020639,2.02600095800002
0.0004105999999,11.1755753777157,2.03424520422287
0.0004115999999,11.1668612576027,2.05082083786968
0.0004125999999,11.1589797816368,2.06756242747729
0.0004135999999,11.1519305472253,2.08445332418867
0.0004145999999,11.1457124024287,2.10147689469213
0.0004148999997,11.1440088152379,2.10660772761857
0.0004149999999,11.1434575294158,2.10832026469898
0.0004150999999,11.1429145288378,2.11003389264073
0.0004155999999,11.1404268980209,2.11862962366052
0.0004165999999,11.135864128289,2.13586671339742
0.0004175999999,11.1321244877758,2.15318682723677
0.0004185999999,11.1292039125577,2.17057354323343
0.0004195999999,11.1270976344123,2.18801052776373
0.0004198999997,11.1266238773542,2.19324935973588
0.0004199999999,11.1264821143857,2.19499625723792
0.0004200999999,11.1263484179709,2.19674342670557
0.0004205999999,11.1259007875464,2.2054844188301
0.0004215999999,11.1254052097787,2.22297135885685
0.000422510747253213,11.1256465756325,2.23889985843029
0.000423510747253213,11.1266650817418,2.25637674185655
0.000424510747253213,11.1284645422572,2.27382544561656
0.000424899999610747,11.1293745477039,2.28060684803092
0.0004249999999,11.1296271719697,2.28234785134713
0.0004250999999,11.1298874748303,2.28408833670033
0.0004255999999,11.1313987158841,2.29277434954149
0.0004265999999,11.1347997843847,2.3101123645388
0.0004275999999,11.138952890461,2.32737483779034
0.0004285999999,11.1438474722658,2.34454683416308
0.0004295999999,11.1494723926452,2.36161363551397
0.0004298999997,11.1513008253198,2.36671131246162
0.0004299999999,11.1519246318206,2.36840809039803
0.0004300999999,11.1525555765,2.37010361018971
0.0004305999999,11.155904749518,2.37854456269453
0.0004315999999,11.1629531351907,2.39535598384744
0.0004325999999,11.1706950861275,2.41201950163426
0.0004335999999,11.1791173224336,2.42852137754865
0.0004345999999,11.1882060688638,2.44484814363567
0.0004348999997,11.1910608744233,2.44971033956435
0.0004349999999,11.192025468006,2.45132725645574
0.0004350999999,11.192996525034,2.4529422344627
0.0004355999999,11.1980273543533,2.46096196091917
0.0004365999999,11.2084040210126,2.47689764716551
0.0004375999999,11.2194030168395,2.49261957678699
0.0004385999999,11.2310087595787,2.50811545902281
0.0004395999999,11.2432052589911,2.52337331883711
0.0004398999997,11.2469773444275,2.52790276800722
0.0004399999999,11.2482461324655,2.52940754753988
0.0004400999999,11.2495205960624,2.53090978081135
0.0004405999999,11.2560465054864,2.53834931575648
0.0004415999999,11.269372881854,2.55309512188308
0.0004425999999,11.2832397362622,2.56756899570192
0.0004435999999,11.2976296322625,2.58176030201667
0.0004445999999,11.3125248179328,2.59565875751472
0.0004448999997,11.3170896270257,2.59976991143907
0.0004449999999,11.3186209073796,2.60113420363324
0.0004450999999,11.3201569847681,2.6024954257411
0.0004455999999,11.3279665857394,2.6092157598837
0.0004465999999,11.3438156143247,2.62249793788306
0.0004475999999,11.3601149429325,2.63545863231049
0.0004485999999,11.376845750184,2.64808902537933
0.0004495999999,11.3939889946011,2.66038067793148
0.0004498999997,11.3992099590695,2.66400107865686
0.0004499999999,11.4009580725324,2.66520091302492
0.0004500999999,11.4027100373869,2.666397244915
0.0004505999999,11.4115729221881,2.67228151569312
0.0004515999999,11.4294806897535,2.6838709795737
0.0004525999999,11.4477426230141,2.69509874644603
0.0004535999999,11.4663389946772,2.70595793026911
0.0004545999999,11.4852499533466,2.71644204078888
0.0004548999997,11.4909820562179,2.71951334271265
0.0004549999999,11.4928985752339,2.72052946411343
0.0004550999999,11.4948179568368,2.72154174758136
0.0004555999999,11.5044906547931,2.72649684103343
0.0004565999999,11.5239683206391,2.73621225127911
0.0004575999999,11.5437004583431,2.74553556348929
0.0004585999999,11.563666912414,2.75446188978172
0.0004595999999,11.5838474977193,2.76298674568038
0.0004598999997,11.5899408649213,2.76546537894004
0.0004599999999,11.5919757906088,2.76628346392068
0.0004600999999,11.5940125707615,2.76709747555931
0.0004605999999,11.6042445281399,2.77105503027791
0.0004615999999,11.6247902725131,2.77876468227138
0.0004625999999,11.6454896041142,2.7860618835051
